"date","BCPBAB","BGVDEL","BGVFED","BGVFID","BGVLAB","BGVVAL","BHYAIM","BHYCOL","BINLOO","BMGLEX","BMMVAN","MBLAIM","MBLALL","MBLAMB","MBLCOM","MBLD.C","MBLEAV","MBLFID","MTRCAL","MTRPIL","MTRPUT","SAGAIM","SAGPUT","SAGVAL","SEIAMN","SEIFID","SEIOPP","SEISCO","SEIUNI","SGRMAT","SGRPHX","SGRSEL","SGRSEQ","SGRVAN","SINFID","SINSCD","SINTMP","SINTRP","SINUNI","SMKDFA","SMKVAN","SSS20C","SSSACN","SSSTRP","SSSVAN","S.P.500","CRSP.VW","CRSP.EW","CRSP.SC","TBILL","CORP.BD","GOVT.BD","MTG.BD","HIYLD.BD","FFMKT","FFSMB","FFHML"
200002,1.192,0.546,0.743,1.366,1.377,0.851,1.434,1.558,0.54,0.901,0.44,5.499,-2.828,-3.369,-1.499,-2.768,1.74,-1.867,-0.128,-6.87,6.24,13.27,11.422,22.408,-5.849,-7.81,-3.697,-3.675,0.743,2.906,7.094,6.341,-10.409,2.141,8.828,6.265,-2.117,5.59,12.911,23.578,-1.906,4.173,7.412,21.418,20.052,-1.763,-4.049,-0.654,1.169,0.43,0.698,1.36,1.177,0.238,2.49,15.4,-21.51
200003,1.891,0.629,1.16,1.385,0.953,0.843,-3.955,-1.556,1.16,1.671,0.48,1.669,7.977,7.56,6.273,7.618,1.027,6.701,6.155,11.482,-0.368,2.751,2.062,-5.647,8.832,11.148,9.588,7.706,11.871,7.574,4.076,5.963,16.359,9.026,-2.244,0.403,4.13,1.218,-5.48,-7.511,9.76,9.848,-4.171,-5.69,-3.539,9.877,9.59,6.104,1.276,0.438,0.909,3.475,1.071,-2.034,6.78,-11.66,7.42
200004,-0.832,0.053,-0.116,-0.225,0.119,-0.283,-2.447,-0.633,-3.52,-0.173,0.47,-5.997,0.793,-0.07,-0.206,1.364,-3.05,-1.54,-2.398,0.999,-4.98,-8.011,-9.195,-7.826,0.161,0.415,-1.728,-3.235,-1.54,-0.119,-4.468,-3.896,0.824,-3.124,-6.527,-7.605,-3.305,-5.962,-8.805,-12.508,-3.006,-8.068,-3.439,-10.607,-6.245,-3.217,-0.646,-0.617,-2.229,0.46,-0.891,-1.003,0.048,0.397,-5.18,-5.56,14.23
200005,-0.156,0.054,0.293,-0.001,-0.289,-0.095,-2.534,-1.931,0.27,0.484,0.51,-3.945,2.557,3.352,0.826,1.284,-1.325,0,-2.271,0.247,-4.06,-5.751,-6.546,-8.955,1.804,3.148,4.104,-0.812,0.112,-3.226,-5.926,-3.378,3.574,-5.231,-3.544,-3.41,0.293,-3.448,-5.73,-8.084,-2.038,-7.07,-2.115,-4.902,-6.112,-2.247,-0.128,-0.225,-1.355,0.478,-0.56,0.177,0.082,-1.391,-3.49,-4.65,7.78
200006,1.884,1.418,1.656,2.02,2.213,2.282,1.328,0.822,2.636,1.542,0.51,6.245,-1.417,-0.952,-0.607,-3.662,3.338,0.582,4.796,-2.343,3.965,9.788,7.798,14.734,0.548,-3.522,-3.168,-1.054,1.473,7.037,5.89,11.305,-6.765,9.089,4.474,3.402,3.7,5.242,3.497,13.681,2.487,4.984,3.862,13.672,12.291,2.655,0.219,1.955,5.001,0.374,2.522,2.207,2.16,2.245,4.67,9.11,-16
200007,1.189,0.409,0.59,0.743,0.533,0.659,-0.479,0.985,-1.06,0.64,0.53,-0.698,1.239,0.137,-0.347,1.601,-0.775,0.065,-0.275,-0.379,-2.865,-0.93,-3.265,-4.918,1.784,1.171,1.426,-2.882,-2.2,-5.421,-2.09,-2.827,0.963,-2.334,-2.611,-4.253,-1.127,-3.831,-4.425,-3.223,-1.491,-0.159,0.407,-4.436,-5.174,-1.23,0.009,1.587,0.305,0.477,1.19,0.464,0.636,1.086,-1.99,-2.23,7.54
200008,1.181,1.021,1.07,1.576,1.767,1.589,-1.343,0.994,-1.07,1.353,0.53,5.776,5.023,2.808,3.547,3.64,6.595,4.436,4.414,5.472,7.346,13.213,8.405,14.26,6.467,5.102,6.534,3.068,5.399,6.585,10.509,10.991,4.928,10.004,4.076,0.708,0.285,2.39,0.673,9.252,6.19,7.281,7.287,12.895,11.329,6.375,5.76,4.415,4.458,0.5,1.274,1.66,1.477,0.745,7.55,-0.45,-3.18
200009,0.5,0.902,1.054,0.496,0.931,1.063,-3.567,-1.654,-1.09,0.963,0.52,-3.352,-0.922,0.404,1.759,-0.128,0.245,-1.475,-1.859,-0.723,-2.555,-5.704,-7.814,-3.71,-2.064,0.71,0.174,-3.568,-1.814,-2.86,-7.608,-6.214,7.248,-5.968,-4.844,-6.303,-3.125,-6.67,-5.518,-2.168,-5.289,-6.426,1.671,-4.234,-3.625,-5.238,-1.457,-1.37,-0.858,0.509,0.736,-0.132,1.07,-1.073,-4.96,0.11,2.9
200010,-0.153,0.505,0.584,0.937,0.526,0.739,-7.412,-4.395,-3.11,0.523,0.53,-1.714,1.306,2.817,3.657,2.382,-2.815,1.104,-2.919,1.881,-3.473,-6.692,-4.172,-6.562,1.237,2.867,0,3.866,-0.326,2.002,-6.272,-8.592,1.132,-5.203,-3.61,-2.218,-0.821,-4.05,-5.31,-7.064,-0.43,-6.052,-2.545,-6.489,-3.449,-0.411,0.194,-1.983,-4.057,0.522,-0.015,0.865,0.742,-2.96,-1.87,-4.42,3.93
200011,1.852,1.372,1.43,1.844,1.74,1.558,-7.425,-5.726,1.82,1.335,0.52,-8.109,-3.683,0,-1.604,0.54,-5.624,-2.89,-4.309,-5.266,-9.882,-19.08,-11.887,-17.086,-4.37,-3.059,-3.443,-2.4,-5.889,-11.894,-16.163,-15.299,0.972,-18.675,-5.206,-3.1,0.507,-5.4,-6.168,-11.103,-7.878,-12.256,-5.261,-16.667,-12.075,-7.904,-5.044,-3.641,-3.575,0.527,1.329,2.564,1.48,-4.089,-10,-2.55,7.55
200012,1.841,1.707,1.806,1.963,1.717,2.187,0.475,2.265,6.01,1.302,0.53,2.535,4.885,5.833,6.115,6.211,3.175,2.884,0.34,3.21,5.059,3.154,1.035,6.423,4.476,4.171,8.569,3.808,3.218,-2.962,3.743,-3.39,6.189,-2.683,2.204,3.594,5.991,3.524,3.252,1.894,0.505,0.812,10.391,10.278,10.31,0.562,4.262,6.625,6.669,0.491,2.086,3.072,1.604,2.044,1.75,0.69,3.57
200101,2.464,1.097,1.403,0.896,1.301,1.523,7.993,7.756,1.58,2.268,0.51,3.157,3.666,2.262,2.405,2.05,3.698,3.16,4.237,0.829,3.686,4.632,0.687,-0.807,1.048,0.898,3.297,-0.826,0.565,7.781,0.845,8.246,-0.36,3.87,1.012,-1.531,0.967,1.446,0.502,13.797,3.545,4.912,1.859,6.739,5.092,3.278,1.366,9.171,15.549,0.524,2.794,0.416,1.553,6.737,3.82,8.99,12.98
200102,0.462,0.995,0.894,1.074,0.898,1.059,0.069,0.348,-0.09,1.15,0.43,-7.184,-2.233,0.076,-0.783,0.572,-8.311,-2.616,-5.827,-5.963,-7.346,-15.461,-12.191,-12.714,-5.033,-2.597,-1.672,-2.401,-8.287,-10.695,-19.012,-16.207,-0.674,-21.657,-7.364,-7.388,-2.011,-9.233,-6.991,-7.019,-9.138,-13.398,-2.51,-12.902,-8.108,-9.129,-5.662,-1.571,-1.249,0.365,0.942,1.164,0.552,1.194,-9.55,-2.19,6.15
200103,0.494,0.696,0.73,0.192,0.115,0.386,-5.209,-3.921,-2.38,0.466,0.45,-5.07,-2.288,-1.086,-1.154,-0.662,-7.483,-2.578,-3.858,-5.831,-4.209,-11.059,-8.447,-7.896,-3.779,-4.345,-1.61,-4.568,-7.259,-6.287,-12.513,-9.865,-3.063,-15.244,-7.056,-7.868,-7.038,-8.227,-6.711,-4.804,-6.356,-9.181,-4.506,-10.671,-7.1,-6.372,-5.018,-3.797,-3.048,0.432,0.603,0.275,0.649,-1.817,-6.88,-0.47,3.21
200104,-1.442,-0.204,-0.297,-0.725,-0.277,-0.529,-1.729,-2.011,-0.28,-0.942,0.41,5.193,4.178,3.424,3.614,4,6.691,4.065,4.936,4.644,5.331,10.105,9.067,9.691,4.473,5.807,4.837,4.868,7.934,6.869,14.775,14.163,4.491,15.207,7.085,6.861,5.783,8.231,4.317,7.312,7.771,9.322,8.824,14.768,10.072,7.813,6.699,5.484,3.801,0.386,-0.355,-2.745,0.105,-1.47,8.43,2.05,-3.68
200105,0.503,0.461,0.442,0.398,0.51,0.266,0.65,0.923,-1.693,1.18,0.39,0.07,0.815,1.866,2.067,2.453,2.006,1.693,0.323,0.074,-0.641,-1.077,-0.049,1.505,1.292,2.886,2.269,1.917,0.459,-0.448,-2.884,-2.256,3.54,-0.865,-2.079,-4.383,-0.099,-4.443,-3.724,9.597,0.65,1.301,4.223,1.098,0.657,0.674,1.366,4.141,7.479,0.318,1.139,0.137,0.619,1.603,1.04,5.02,0.97
200106,1.137,0.24,0.337,0.382,0.114,0.256,-3.608,-4.316,1.244,0.386,0.35,-2.485,-1.491,-0.557,-0.435,-1.28,3.265,-0.906,-0.659,-3.326,-0.614,-1.815,-2.237,0.383,-2.576,-3.314,-1.985,-3.95,-4.421,-4.354,-3.393,-2.308,-0.314,-5.923,-3.668,-2.917,-1.692,-4.255,-2.44,3.59,-2.445,-0.27,1.417,3.475,3.198,-2.439,-2.849,-0.148,2.48,0.278,0.412,0.216,0.14,-2.75,-1.67,6.47,-0.65
200107,2.429,1.679,1.817,2.322,2.103,1.875,0,-0.081,2.268,1.889,0.33,-1.048,1.205,1.803,1.857,1.208,-2.329,0.52,-0.218,-1.758,-1.705,-3.903,-2.836,-2.954,-0.575,-0.23,-0.609,0.103,-0.638,2.826,-5.818,-4.331,1.259,-3.465,-2.906,-2.886,-1.518,-2.387,-3.093,-2.536,-1,-2.373,-1.895,-4.786,-4.575,-0.913,-0.513,-1.052,-0.533,0.243,2.888,3.053,1.861,1.884,-1.77,-3.55,2.15
200108,0.471,0.863,0.783,1.05,0.899,0.876,1.016,0.739,4.436,1.158,0.32,-5.15,-2.506,-1.29,-0.629,-0.835,-1.618,-2.136,-3.783,-4.514,-2.602,-8.636,-7.424,-5.056,-3.924,-4.244,-2.529,-3.357,-7.384,-7.328,-11.597,-8.848,-1.634,-8.999,-1.703,-1.179,-0.411,-2.614,-2.432,-2.949,-6.274,-7.292,-3.974,-4.718,-3.842,-6.362,-4.652,-1.204,-0.173,0.3,1.173,1.507,0.91,1.364,-6.01,1.86,2.71
200109,1.07,1.307,2.396,1.719,1.675,2.046,-7.114,-8.025,-1.947,1.601,0.28,-6.461,-5.439,-5.119,-4.908,-5.562,-11.111,-5.287,-6.865,-8.802,-9.073,-12.681,-9.735,-10.186,-7.369,-8.116,-8.505,-5.575,-7.196,-8.237,-15.359,-11.512,-0.972,-12.389,-11.549,-12.078,-11.765,-10.736,-6.542,-12.779,-8.091,-8.464,-13.563,-17.492,-14.657,-8.04,-7.219,-11.209,-10.347,0.273,-0.021,2.26,1.474,-7.2,-8.98,-5.71,-1
200110,1.709,1.629,1.366,2.394,2.036,1.723,2.212,3.612,2.617,1.818,0.26,3.65,2.392,1.447,-0.336,1.301,6.836,1.637,1.879,2.592,1.678,5.681,1.9,1.957,-0.699,0.438,0.347,-0.455,3.364,3.232,7.165,5.243,0.573,7.8,4.51,1.215,3.864,3.298,0.833,6.455,1.895,2.66,4.255,9.591,7.541,1.941,0.553,2.867,2.379,0.215,2.137,3.182,1.358,3.323,2.75,9.37,-2.41
200111,-0.825,-0.788,-1.12,-2.121,-1.786,-1.778,3.906,3.516,0.704,-1.906,0.21,4.162,3.271,4.54,4.242,5.091,5.854,3.782,5.132,7.404,5.176,10.193,8.178,5.759,4.083,6.569,4.239,5.479,6.148,5.217,11.773,12.214,2.928,10.941,5.224,2.234,5.081,4.225,1.322,6.737,7.654,7.892,7.717,10.747,9.112,7.883,6.35,6.43,4.236,0.175,-0.707,-3.521,-0.916,3.801,7.69,2.03,3.4
200112,-0.829,-0.057,-0.662,-0.928,-0.74,-0.81,-0.936,-0.216,-1.223,-0.805,0.19,0.265,0.703,0.883,1.58,1.7,2.249,1.368,0.117,0.387,3.106,1.703,0.431,3.542,0.424,2.165,2.511,2.181,1.972,1.02,-0.195,-0.68,4.612,0.135,1.241,0.475,2.03,2.009,0.659,6.718,0.874,2.106,6.405,7.262,6.668,0.905,1.97,4.665,4.512,0.148,-0.57,-1.735,-0.362,-0.643,1.68,5.72,1.46
